자치구,위도,경도,대여소명
성북구,37.60108948,127.03331757,4418.  종암동 동덕여대 제2생활관 앞
성북구,37.60665131,127.05618286,4419.  성북구 한예종 캠퍼스 본관
성북구,37.60289764,127.05847931,4420.  성북구 한예종 캠퍼스 별관
성북구,37.6069603,127.02606964,4421.  롯데캐슬클라시아 입구 앞
성북구,37.60884857,127.02845764,4423. 현대백화점 미아점
성북구,37.61924744,127.04558563,4425. 하늘채코오롱아파트 앞
강북구,37.62607956,127.02648163,"1501.  미아역 3번,4번 출구 사이"
강북구,37.63926315,127.02672577,1503.  강북구청사거리(수유역 8번출구)
강북구,37.62415695,127.01862335,1504.  삼양시장오거리
강북구,37.64032745,127.01335907,1506.  강북문화예술회관
강북구,37.63437653,127.03575134,1509.  서울북부수도사업소
강북구,37.63371658,127.03551483,1510.  번동주공5단지 관리사무소 앞
강북구,37.64473724,127.02656555,1512.  강북중학교 앞
강북구,37.63967133,127.02519989,1513.  강북구청 뒷편
강북구,37.63880539,127.02835846,1514.  강북구청 사거리 버스정류소 앞
강북구,37.61828613,127.02404785,1515.  송천동 주민센터
강북구,37.63858795,127.01590729,1516.  우이초등학교 후문 옆
강북구,37.64308548,127.01616669,1518.  수유2동은행빌딩 앞
강북구,37.64545059,127.01561737,1519.  장미원시장 건너편
강북구,37.63986206,127.022789,1520.  수유중앙시장
강북구,37.62714005,127.02669525,1525.  미아동 복합청사
강북구,37.64173889,127.02462769,1526.  강북종합시장 앞
강북구,37.62733459,127.02605438,1527.  미아역 1번 출구 뒤
강북구,37.61503601,127.02069855,1528.  삼각산동 주민센터
강북구,37.63018036,127.02490997,1529.  미아동 한국전력공사
강북구,37.64355087,127.0223465,1530.  광산사거리
강북구,37.61395645,127.03025055,1531.  미아사거리 1번 출구
강북구,37.62635422,127.0474472,1532.  번3동 주민센터 교차로
강북구,37.62991714,127.04091644,"1533.  번동 주공3, 4단지 교차로"
강북구,37.6362915,127.02337646,1535.  효성인텔리안 앞
강북구,37.63626099,127.03217316,1536.  번동 두산위브 101동 옆
강북구,37.66366577,127.01242828,1537.  북한산 우이역
강북구,37.65615845,127.01313782,1538.  솔밭공원역
강북구,37.64967346,127.01345062,1539. 4.19민주묘지역
강북구,37.64167023,127.01688385,1540.  가오리역
강북구,37.62652969,127.01805878,1541.  삼양역
강북구,37.62155151,127.02037048,1542.  삼양사거리역
강북구,37.63018799,127.01773834,1543.  수유1동 주민센터
강북구,37.61545944,127.02970123,1546.  송천동우체국
강북구,37.61775208,127.03570557,1547.  꿈의숲 롯데캐슬
강북구,37.62268829,127.03781128,1548.  북서울 꿈의숲 서문
강북구,37.61522293,127.01850891,1550. 삼각산아이원아파트(105동 옆)
강북구,37.64686203,127.00881195,1551. 4.19탑 앞
강북구,37.63920212,127.02723694,1552.  강북구청사거리
강북구,37.63520432,127.03396606,1553. 서울북부고용노동지청
강북구,37.63539124,127.03455353,1554. 번동사거리
강북구,37.63238144,127.03930664,1557. 신창교
강북구,37.62552643,127.037323,1558. 강북문화정보도서관
강북구,37.6198082,127.02852631,1560.  도봉세무서 앞
강북구,37.64959717,127.01384735,1564. 4.19민주묘지역 1번출구
강북구,37.63561249,127.022995,1565. 수유사거리
강북구,37.64793396,127.01457214,1568. 4.19민주묘지 입구사거리
강북구,37.63796997,127.02590179,1569. 수유역2번출구
강북구,37.62673187,127.03877258,1571. 북서울 꿈의 숲 입구
강북구,37.66446304,127.01184082,1572.  우이동 먹거리마을
강북구,37.61666489,127.02210999,1573. 현대성우아파트 옆
강북구,37.61669922,127.03049469,1574. 송중초등학교 옆
강북구,37.61708832,127.02809906,3703. 삼양입구삼거리
강북구,37.63713455,127.0313797,3707.  드래곤타워 앞
강북구,37.61220932,127.02497864,3714.  송천센트레빌
강북구,37.628685,127.04390717,3718. 번동3단지 버스정류장
강북구,37.63536072,127.03767395,3720.  우이천 창번교
강북구,37.62491226,127.01979065,3724. 삼양동주민센터 앞
강북구,37.62302017,127.02186584,3725. 강북 청소년 문화정보도서관 앞
강북구,37.61792755,127.0213623,3726. 삼양동사거리
도봉구,37.64582062,127.05042267,1702.  녹천역 1번출구 앞
도봉구,37.68972015,127.04519653,1703.  도봉산광역환승센터앞
도봉구,37.66922379,127.04651642,1705.  도봉구청 정문앞
도봉구,37.66566467,127.0426712,1706.  방학동우체국 건너편
도봉구,37.65446091,127.03851318,1707.  도봉구민회관
도봉구,37.65682983,127.03984833,1708.  도봉보건소사거리
도봉구,37.65012741,127.03534698,1709.  쌍문역4번출구 주변
도봉구,37.65165329,127.02848816,1713.  쌍문동 이안아파트 앞
도봉구,37.64463043,127.04460907,1714.  도봉문화정보도서관 삼거리
도봉구,37.65317917,127.01278687,1715.  서울특별시교육청도봉도서관
도봉구,37.65420151,127.05072784,1716.  창동역 1번출구 건너편
도봉구,37.67328262,127.04399109,1719.  신도봉사거리 버스정류장
도봉구,37.66867065,127.04798126,1720.  도봉구청 옆(중랑천변)
도봉구,37.65301514,127.04699707,1721.  창동역 2번출구
도봉구,37.65779877,127.05004883,1722.  창동청소년수련관
도봉구,37.66207886,127.02771759,1723.  방학동학마을도서관
도봉구,37.6475029,127.04331207,1725.  창1동주민센터
도봉구,37.65858841,127.03520966,1726.  삼익세라믹아파트교차로
도봉구,37.67867661,127.04076385,1727.  서울도봉초등학교인근
도봉구,37.67771912,127.04681396,1728.  서울북부지방법원
도봉구,37.68400955,127.04579163,1729.  도봉한신아파트 버스정류장
도봉구,37.68759155,127.04550171,1730.  도봉산역 교차로 앞
도봉구,37.6876297,127.04221344,1731.  도봉고등학교 맞은편
도봉구,37.66759872,127.04299927,1732.  방학역사거리
도봉구,37.66297913,127.04193878,1733.  방학사거리 (봄마당 앞)
도봉구,37.65814972,127.03266907,1734.  쌍문현대1차아파트 108동 앞
도봉구,37.67911911,127.04498291,"1735.  도봉역 1,2번 출구사이 건너편"
도봉구,37.65224075,127.0370636,1736.  버스정류장 앞
도봉구,37.63970184,127.03883362,1737.  신창시장
도봉구,37.6463089,127.052742,1738.  창동주공17단지 상가앞
도봉구,37.64519882,127.03298187,1741.  제일강산수산입구
도봉구,37.64889145,127.02301788,1742.  북한산 코오롱 하늘채
도봉구,37.65039062,127.05219269,1743. 창동19단지아파트 관리사무소앞
도봉구,37.66480255,127.04302979,1744. 도봉소방서 옆
도봉구,37.66627121,127.04598999,1749.  ESA아파트 상가 앞
도봉구,37.68826675,127.04889679,1750.  창포원 남쪽 입구
도봉구,37.6521225,127.04170227,1751.  창원초등학교 교차로
도봉구,37.64548111,127.04857635,1752.  창동 주공 4단지 입구 옆
도봉구,37.64689636,127.03343201,1754.  창동시장입구 사거리
도봉구,37.65148544,127.04431915,1756. 서울북부광역등기국
도봉구,37.65568542,127.01338196,1757. 솔밭공원역 1번출구 앞
도봉구,37.65727997,127.0137558,1758. 솔밭공원역 1번출구 주변
도봉구,37.67721939,127.04863739,1759. 서울북부지방법원 앞
도봉구,37.66562271,127.03108978,1761. 방학중학교 앞
도봉구,37.65533829,127.04241943,1762. 북한산 한신휴플러스APT앞
도봉구,37.64966965,127.03561401,1765. 쌍문역 1번출구 주변
도봉구,37.66250992,127.03327942,1767. 방학초등학교 앞
도봉구,37.66208267,127.02874756,1768. 신동아타워 버스정류소
도봉구,37.68473816,127.0500412,1770. 도봉한신아파트 주변
도봉구,37.65796661,127.03009033,1771. 성원APT버스정류소
도봉구,37.65805054,127.03575897,1772. 시립도봉노인복지관 버스정류소
도봉구,37.65134811,127.034729,1774. 정의여중고 버스정류소
도봉구,37.65128708,127.04554749,1775. 신원리베르텔 앞
도봉구,37.64601898,127.03527069,4054.  창동한신아파트 버스정류소
도봉구,37.69101334,127.04916382,4058.  다락원체육공원 전망대 입구
도봉구,37.66252136,127.04270935,4062.  평화도봉공원 주변
도봉구,37.64051056,127.04082489,4064.  신창아파트 입구 앞
도봉구,37.65373611,127.04929352,4065.  창동역 1번출구 앞
도봉구,37.66927338,127.03243256,4073. 방아골종합사회복지관
도봉구,37.63342667,127.04116058,4074.  도봉구육아종합지원센터(창동)
도봉구,37.65999603,127.05127716,4076.  도봉통합복지센터 뒤 중랑천 변
도봉구,37.67984772,127.05038452,4077.  도봉제1교
도봉구,37.65854645,127.02767944,4078.  원당공원 앞
도봉구,37.65250778,127.05227661,4080.  창동주공19단지앞
도봉구,37.65898895,127.04973602,4083. 도봉아이나라도서관 앞
도봉구,37.68125534,127.05047607,4084.  도봉동실내스포츠센터
도봉구,37.6529541,127.03754425,4086.  도봉로 534
도봉구,37.6432457,127.03160095,4087.  우이교 교차로
도봉구,37.68750763,127.04263306,4088. 김근태도서관
도봉구,37.66299057,127.03864288,4089.  동부센트레빌 앞
도봉구,37.64564514,127.05459595,4090. 녹천교 앞 사거리
도봉구,37.66922379,127.04441833,4091. 방학역2번출구
도봉구,37.65265656,127.05309296,4092. 도봉경찰서 교차로
도봉구,37.66334915,127.03045654,4094. 도봉여성센터
도봉구,37.66289139,127.04540253,4095. 방학브라운스톤아파트
노원구,37.61518097,127.06464386,1601.  석계역 문화광장 내 자전거 보관소
노원구,37.62266159,127.06189728,1602.  광운대역 앞
노원구,37.63162231,127.06161499,1605.  헬스케어
노원구,37.61917114,127.07492828,1606.  태릉입구역 3번출구
노원구,37.62661362,127.07275391,1608.  공릉역 1번 출구 앞
노원구,37.62036896,127.08364105,1610.  화랑대역 2번출구 앞
노원구,37.62994003,127.07655334,1611.  과기대 입구(우)
노원구,37.63510895,127.06832886,1616.  하계2동 공항버스정류장 옆
노원구,37.63714981,127.06327057,1617.  하계동 중평어린이공원 앞
노원구,37.64902115,127.07640839,1619.  중계동 하나프라자빌딩 앞(중1-1)
노원구,37.64820862,127.07022095,1620.  중계동 노원구민체육센터 옆(중1-2)
노원구,37.65999985,127.07296753,1625. 상계역 3번출구
노원구,37.67694092,127.05509949,1627.  수락산역 4번출구
노원구,37.67361832,127.05525208,1628.  노일초등학교 앞
노원구,37.67625046,127.05550385,1630.  수연빌딩 앞
노원구,37.66846085,127.07714844,1634.  당고개공원 대여소
노원구,37.67271042,127.0831604,1635.  상계3.4동 주민센터 대여소
노원구,37.64921188,127.06176758,1636.  상계주공2단지 버스정류장 옆
노원구,37.65470123,127.06340027,1637.  KT 전화국 버스정류장 옆
노원구,37.68031311,127.05506897,1639.  희성오피앙
노원구,37.62386322,127.06848907,1640.  한내근린공원 북측
노원구,37.62155533,127.06951141,1641.  한내근린공원 남측
노원구,37.62531662,127.08813477,1642.  서울여대 남문
노원구,37.61736679,127.07521057,1643.  태릉입구역 8번출구
노원구,37.63848877,127.10790253,1646.  삼육대 입구
노원구,37.63957977,127.06510162,1650.  중계근린공원내
노원구,37.67237473,127.05599213,1651.  상계동 우방유쉘아파트 앞
노원구,37.68000031,127.05558014,1652.  파르코 앞
노원구,37.65620041,127.06362152,1653.  노원역1번출구
노원구,37.66379166,127.07544708,1654.  당고개입구 오거리
노원구,37.63111115,127.07015991,1655.  공릉1단지아파트
노원구,37.65501785,127.06750488,1656.  중앙하이츠 아파트 입구
노원구,37.65404892,127.05732727,1657.  노원구청
노원구,37.65032959,127.07160187,1659.  중계동 을지중학교
노원구,37.64207077,127.07662201,1660.  서울시립과학관
노원구,37.64963913,127.06560516,1661.  당현천근린공원
노원구,37.65421677,127.05921173,1662.  노원역7번출구
노원구,37.61938095,127.0578537,1663.  동해문화예술관앞
노원구,37.64936066,127.0704422,1664.  노해근린공원내
노원구,37.64699554,127.07640076,1665.  양지근린공원앞
노원구,37.65578079,127.07177734,1666.  노원소방서인근
노원구,37.65449905,127.0743866,1667.  중계중학교
노원구,37.64556503,127.06334686,1668.  중계역 6번출구
노원구,37.64352798,127.06522369,1669.  중계역 3번출구
노원구,37.64340973,127.07183838,1670.  노원경찰서교차로
노원구,37.62934875,127.05482483,1671.  인덕대학교
노원구,37.68859863,127.05340576,1672.  상계동수락리버시티
노원구,37.65354919,127.05808258,1674.  서울북부고용센터앞
노원구,37.62694168,127.05513,1675.  월계문화체육센터
노원구,37.62316513,127.09049988,1677.  육군사관학교 앞
노원구,37.6484375,127.0644455,1678.  성서대학교 밀알관
노원구,37.6428299,127.10666656,1679.  삼육대 도서관
노원구,37.64265442,127.10838318,1680.  삼육대 제3과학관
노원구,37.64580154,127.08226013,1681.  현대6차 아파트
노원구,37.65745544,127.07554626,1682.  중계종합사회복지관 교차로
노원구,37.65045929,127.08088684,1683.  노원문화예술회관
노원구,37.61832047,127.07563019,1684.  태릉입구역 5번출구
노원구,37.64818954,127.08048248,1685.  불암고등학교 앞 횡단보도
노원구,37.66114044,127.05805206,1686.  상계주공10단지 종합상가 앞
노원구,37.66566086,127.05729675,1688.  마들역 7번출구
노원구,37.66524887,127.05789185,1689.  마들역 3번출구
노원구,37.6577301,127.05931091,1690.  도봉운전면허시험장 버스정류장 옆
노원구,37.66070938,127.06533051,1691.  노원정보도서관
노원구,37.66418839,127.06600952,1692.  온곡초교 교차로
노원구,37.62818909,127.08210754,1693.  원자력 병원
노원구,37.68645096,127.05283356,1696. 수락리버시티4단지
노원구,37.65024948,127.05715179,1697. 상계주공2단지 219동
노원구,37.62981415,127.06650543,2901. 공릉동풍림아파트 101동
노원구,37.62862015,127.06690979,2902. 공릉풍림아파트 108동
노원구,37.63372803,127.04436493,2903. 월계초안아파트 1단지
노원구,37.65050507,127.07398224,2904. 중계3차청구아파트
노원구,37.63074875,127.05310822,2907.  월계중학교
노원구,37.62000275,127.05856323,2908.  광운대학교 중앙도서관
노원구,37.61545944,127.06745148,2909.  석계역 3번 출구
노원구,37.62186432,127.0740509,2910. 도깨비시장
노원구,37.6588707,127.07191467,2911. 상계역중앙시장
노원구,37.63815689,127.07326508,2912. 대진고등학교
노원구,37.66712952,127.05176544,2913. 상계8동 주민센터
노원구,37.62950897,127.08103943,2914. 서울과학기술대학교(미래관)
노원구,37.63489914,127.07767487,2915. 서울과학기술대학교(어학교육원)
노원구,37.62807083,127.04692078,2917. 신창중학교 후문 맞은편 버스정류장
노원구,37.64020538,127.06761932,2919. 등나무 근린공원(시립북서울미술관 앞)
노원구,37.65103531,127.06871033,2920. 상계중학교(당현2교사거리)
노원구,37.64587021,127.06562042,2921. 중계역 2번출구
노원구,37.66963577,127.05970764,4002.  상계주공 14단지 상가 앞
노원구,37.66260529,127.07557678,4004.  당고개입구오거리 당현천변
노원구,37.65955734,127.07525635,4005.  중계2차 한화꿈에그린 101동 인근
노원구,37.63666916,127.06969452,4007.  노원 을지대학교 병원
노원구,37.63341522,127.06916046,4008.  하계 어린이 공원
노원구,37.63284302,127.05213165,4009.  월계프라자
노원구,37.62917328,127.05693054,4011.  월계 센트럴 아이파크
노원구,37.64584351,127.070755,4013.  중계 롯데마트
노원구,37.67030334,127.07884216,4014.  당고개역 3번 출구
노원구,37.64530945,127.05744171,4016.  노원 마들스타디움
노원구,37.63459396,127.05206299,4017.  월계 청백1단지 아파트 정류장
노원구,37.66782761,127.05683899,4018.  상계주공15단지 버스정류소
노원구,37.66214371,127.05819702,4019.  상계주공10단지 버스정류소
노원구,37.65116119,127.07659149,4020.  중계동 성모빌딩 앞
노원구,37.64426041,127.08331299,4021.  중계본동 입구
노원구,37.63441086,127.05886841,4023.  월계역 1번 출구
노원구,37.62045288,127.05445099,4024.  꿈의숲 SK뷰 아파트
노원구,37.62533569,127.07019043,4025.  한천교 동편
노원구,37.64795303,127.05793762,4026.  상계주공1단지아파트
노원구,37.62741089,127.06214142,4027.  한내 행복발전소 옆
노원구,37.65351868,127.07130432,4028.  한일유앤아이아파트 105동 인근
노원구,37.6396637,127.06041718,4029.  청소년수련관 후문
노원구,37.65153503,127.07327271,4031.  청암예술학교 앞
노원구,37.65149689,127.07704163,4032. 불암주유소 앞
노원구,37.64292908,127.05194855,4033.  녹천역 4번 출구 옆
노원구,37.674366,127.05947113,4035.  휴플러스 수락한신아파트 101동 앞
노원구,37.63793945,127.06715393,4036.  하계역 6번출구
노원구,37.65408325,127.07195282,4037.  물넘이교
노원구,37.64304352,127.06213379,4039.  서울시 북부여성발전센터
노원구,37.61965561,127.08146667,4040.  공릉로 26길
노원구,37.62500381,127.07301331,4041.  공릉역3번출구
노원구,37.67851257,127.05174255,4042.  상계문화정보도서관
노원구,37.66674042,127.06388855,4043.  상계주공13단지 1301동
노원구,37.62812042,127.08548737,4044.  공릉산 백세문 입구
노원구,37.63000488,127.0440979,4045.  은하수 공원
노원구,37.64805984,127.06239319,5301.  상계주공1단지 버스정류장 옆(대원빌딩 앞)
노원구,37.64255524,127.06038666,5305.  대륜E&S 서울지사 앞
노원구,37.62786102,127.07637787,5306.  동신아파트 후문 옆
노원구,37.62514877,127.04993439,5309.  월계 롯데캐슬아파트 뒤
노원구,37.64862823,127.06918335,5310.  목련아파트
노원구,37.66767883,127.06825256,5308.  상계신동아아파트
노원구,37.65229416,127.06134796,5311.  주공601동 상가 노원지하보도 앞
노원구,37.61985016,127.06310272,5314.  월계1동주민센터 앞
노원구,37.65694046,127.07804871,5313.  중계주공2단지 앞
노원구,37.67073822,127.07962036,5315.  당고개역 앞
노원구,37.62780762,127.06961823,5317. 공릉동 신도1차 아파트 뒤
노원구,37.65868759,127.07759094,5318.  극동의 푸른별 아파트 뒤(중계4동주민센터 앞)
노원구,37.63645935,127.07276917,5319. 연해피빌 앞
노원구,37.63573456,127.10585022,5320. 한국스포츠정책과학원 앞
노원구,37.66751862,127.0791626,5321. 불암아파트 앞
노원구,37.66450882,127.05270386,5322. 노원성당 앞
노원구,37.63534546,127.06752777,5323. 하계역 4번출구 앞
노원구,37.6712532,127.05474854,5330. 구립수락노인복지관
노원구,37.65983963,127.05935669,5325. 상계주공7단지 아파트 앞
노원구,37.6391716,127.07472992,5326. 대진고교앞 교차로
노원구,37.63434219,127.10427856,5327. 태릉선수촌 앞
노원구,37.66475296,127.07600403,5328. 롯데캐슬시그니처 아파트 앞
노원구,37.66940308,127.05632019,5329. 상계주공15단지 1509동 앞
은평구,37.60394287,126.92769623,900.  은평예술회관
은평구,37.64310837,126.91822052,902.  진관동 은빛초등학교
은평구,37.64586639,126.92739105,903.  은평뉴타운 아이파크
은평구,37.64867401,126.93070221,904.  은평뉴타운 푸르지오
은평구,37.63623428,126.91899872,905.  구파발역 2번출구
은평구,37.61721039,126.91957855,906.  연신내역 5번출구
은평구,37.59949112,126.91686249,907.  CJ 드림시티
은평구,37.61318588,126.91735077,908.  구산역 4번출구
은평구,37.58699417,126.92288208,909.  백련산 힐스테이트 3차
은평구,37.60558319,126.92293549,911.  은평평화공원(역촌역4번출구)
은평구,37.58966064,126.91694641,912.  응암오거리
은평구,37.60070038,126.92012787,913.  이마트 버스정류장(서부경찰서 방면)
은평구,37.59079742,126.91365051,914.  새절역 2번출구
은평구,37.5843811,126.90989685,915.  증산역 4번출구
은평구,37.60784912,126.92132568,916.  평생학습관 앞
은평구,37.60078049,126.93521118,917.  녹번역 3번출구
은평구,37.60702515,126.93331146,919.  서울혁신파크
은평구,37.63001633,126.91902924,921.  신도고등학교
은평구,37.61780167,126.92196655,922.  연신내역 4번출구
은평구,37.62094879,126.92563629,923.  국민은행 연서지점
은평구,37.60956573,126.93097687,925.  불광역 2번출구
은평구,37.61785507,126.9225235,927.  연신내역 3번출구 인근
은평구,37.64131546,126.93804169,928.  은평역사한옥박물관
은평구,37.60166168,126.92030334,930.  구 서부경찰서 건너편
은평구,37.60473633,126.91533661,931.  역촌파출소
은평구,37.61000443,126.91639709,932.  예일여중
은평구,37.61248398,126.91487885,933.  역촌종합시장 버스정류장(예일여고 방면)
은평구,37.64585114,126.92379761,937.  상림마을 롯데캐슬2단지 옆
은평구,37.64468384,126.91845703,938.  금암 문화공원
은평구,37.60169983,126.92742157,939.  은평구청 교차로
은평구,37.63722229,126.93330383,941.  은평뉴타운 도서관
은평구,37.64408112,126.92928314,942.  상림마을 생태공원
은평구,37.60240173,126.9286499,943.  은평구청 보건소
은평구,37.63414001,126.93234253,945.  기자촌 사거리 A
은평구,37.61843872,126.93288422,946.  독바위역
은평구,37.62266922,126.91999054,947.  연신내 선일하이츠빌 정류소
은평구,37.57720184,126.90235138,948.  디지털미디어 시티역 4번출구(DMC역)
은평구,37.61978149,126.92080688,949.  연신내역 1번 출구
은평구,37.60980225,126.91679382,950.  구산역 2번 출구 예일여고 버스정류장
은평구,37.62265015,126.92524719,952.  서울연신중학교
은평구,37.6257782,126.92881775,953.  서울연신초등학교
은평구,37.64260864,126.92147827,954.  은평뉴타운구파발9단지
은평구,37.59441376,126.91801453,956.  응암시장교차로
은평구,37.60036087,126.92281342,958.  본 서부병원 버스정류장(은평 세무서 방면)
은평구,37.6436615,126.91455841,959.  구파발10단지 인근
은평구,37.63825226,126.91945648,960.  구파발역 환승센터
은평구,37.61096954,126.92980957,961.  불광역 9번 출구
은평구,37.63925934,126.91890717,962.  은평뉴타운 힐데스하임
은평구,37.61442947,126.93257904,963.  대호프라자아파트
은평구,37.61654282,126.92512512,964.  북한산힐스테이트 7차아파트
은평구,37.59347916,126.92318726,965.  서울특별시 은평병원
은평구,37.60903168,126.93467712,966.  서울혁신파크1
은평구,37.60890961,126.93241882,967.  서울혁신파크2
은평구,37.64208984,126.92941284,968.  은평뉴타운 상림마을 13단지
은평구,37.64339447,126.93213654,969.  은평 지웰테라스
은평구,37.60232925,126.90654755,971.  역촌 센트레빌 아파트
은평구,37.63734818,126.93584442,973. 제각말푸르지오 5-1단지 아파트
은평구,37.62672043,126.92901611,974. 연신초등학교옆 마을마당
은평구,37.59036255,126.92301178,975. 백련산 힐스테이트상가앞
은평구,37.64350891,126.92410278,976. 진관고등학교앞
은평구,37.63310242,126.9315033,977. 신도중학교앞
은평구,37.60100937,126.93592834,978. 녹번 힐스테이트상가앞
은평구,37.59186172,126.90608215,979. 원풍빌라앞
은평구,37.60412598,126.92508698,982.  녹번초등학교(서오릉로)
은평구,37.59580994,126.91026306,984. 상신초등학교앞 버스정류장
은평구,37.60119247,126.92638397,985.  은평세무서 버스정류장(은평구청 방면)
은평구,37.59181213,126.91483307,989.  신응교(가좌로) 앞
은평구,37.6567688,126.94200897,991. 흥국사 정류장
은평구,37.65828705,126.94529724,992. 북한산입구 정류장
은평구,37.63028717,126.91956329,993. 은평뉴타운 은뜨락아파트앞
은평구,37.61050797,126.9385376,994. 북한산생태공원입구(교통섬)
은평구,37.63140869,126.92540741,995. 은평다목적체육관
은평구,37.59996796,126.91572571,996. 응암역2번출구 국민은행 앞
은평구,37.60049438,126.92215729,4657.  본 서부병원 교차로 사거리
은평구,37.60176849,126.9354248,4658.  녹번역1번출구앞
은평구,37.59750366,126.91999817,4659.  신진과학기술고등학교 버스정류장(응암시장 방면)
은평구,37.61326218,126.92786407,"4663.  불광역3,6호선 버스정류장(동명여고 방면)"
은평구,37.59967041,126.91716003,4665.  응암역3번 출구(서부경찰서 방면)
은평구,37.62962723,126.93011475,4667.  폭포동입구 교차로
은평구,37.63390732,126.93177795,4668.  기자촌사거리 B
은평구,37.62087631,126.9197998,4671.  청구성심병원 앞
은평구,37.62205124,126.91958618,4672.  준빌딩 앞
은평구,37.59931564,126.90759277,4652.  신사두산위브2차아파트 앞
은평구,37.60034561,126.93148041,4674.  녹번역e편한세상 캐슬 정문 앞
은평구,37.61156845,126.93048859,4653.  불광역 9번 출구 맞은편
은평구,37.62360764,126.91688538,4676.  갈현1동 주민센터
은평구,37.59612656,126.91962433,4677.  백련산 SK뷰 아이파크 해모로 아파트 앞
은평구,37.59954453,126.92653656,4678.  백련산로 녹번센트레빌
은평구,37.62794495,126.91976929,4681. 박석고개(은평소방서) 앞
은평구,37.63470078,126.9173584,4683.  은평 성모병원 사거리
은평구,37.59586716,126.92349243,4684.  응암2동주민센터 버스정류장(영락중학교 방면)
은평구,37.57890701,126.90129852,4685.  DMC역 5번 출구(수색역 방향)
은평구,37.63406754,126.92539215,4686.  우물골 근린공원
은평구,37.60354233,126.90672302,4687.  역촌센트레빌아파트 101동 앞
은평구,37.61705017,126.90658569,4689. 은평서해그랑블아파트앞
은평구,37.62834167,126.933815,4690. 은평뉴타운폭포동 힐스테이트4단지
은평구,37.58369446,126.89412689,4693. 수색감리교회
서대문구,37.55893326,126.92711639,115.  마스타 빌딩 앞
서대문구,37.59115982,126.94132996,117.  홍은사거리
서대문구,37.59432983,126.9473877,123.  문화촌 공원
서대문구,37.55549622,126.93634033,128.  신촌역(2호선) 1번출구 옆
서대문구,37.5841713,126.91110229,131.  증산2교
서대문구,37.58203125,126.90899658,133.  해담는다리
서대문구,37.55789185,126.93807983,134.  연세로 명물길
서대문구,37.55922699,126.93984222,135.  명물길 원형무대 앞
서대문구,37.55681229,126.9431839,137.  신촌기차역입구 교차로
서대문구,37.5591774,126.93452454,138.  신촌동 제1공영주차장 앞
서대문구,37.55986404,126.93441772,139.  연세대 정문 건너편
서대문구,37.560009,126.94073486,140.  이화여대 후문
서대문구,37.56238174,126.93264771,141.  연대 대운동장 옆
서대문구,37.55695343,126.94634247,159.  이대역 4번 출구
서대문구,37.55754852,126.9593811,160. 북아현동 가구거리
서대문구,37.58224487,126.95064545,161.  무악재역1번 출구
서대문구,37.56526947,126.94624329,162.  봉원고가차도 밑
서대문구,37.58369827,126.9249649,163.  명지전문대학교 정문 앞
서대문구,37.57447815,126.91004944,164.  북가좌1동 주민센터
서대문구,37.57513809,126.91394043,165.  중앙근린공원
서대문구,37.57381821,126.91923523,166.  가재울 초등학교
서대문구,37.57946014,126.91712952,167.  연가초등학교 옆
서대문구,37.57300186,126.90779877,169.  북가좌 삼거리
서대문구,37.57311249,126.9224472,170.  DMC파크뷰자이아파트 302동 앞
서대문구,37.56472397,126.96727753,171.  임광빌딩 앞
서대문구,37.56477737,126.96614838,173.  서대문역 8번출구 앞
서대문구,37.57806778,126.93088531,175.  홍연2교옆
서대문구,37.58109665,126.92402649,176.  명지대학교 도서관
서대문구,37.57767487,126.9098053,177.  북가좌 초등학교
서대문구,37.57987595,126.90634918,178.  증산3교 앞
서대문구,37.56877518,126.91529846,179.  가좌역 4번출구 앞
서대문구,37.55996704,126.96246338,180.  충정로역 7번출구 아래
서대문구,37.58638763,126.93512726,188.  홍은동 정원여중 입구
서대문구,37.57889175,126.91073608,191.  서우빌딩
서대문구,37.57222748,126.92306519,192.  연서어린이공원
서대문구,37.57731628,126.90296936,194.  증산교 앞
서대문구,37.56765747,126.91780853,195.  모래내고가차도
서대문구,37.56612015,126.92589569,196.  연희교차로 인근
서대문구,37.5621376,126.96377563,198.  충정2교
서대문구,37.55739594,126.9521637,3100.  북성초교
서대문구,37.57838058,126.93609619,3101.  서대문구청
서대문구,37.56799698,126.93165588,3102.  연희삼거리
서대문구,37.58670044,126.94676971,3103.  홍제삼거리 북측
서대문구,37.55812836,126.95620728,3104.  e편한세상 신촌4단지 앞
서대문구,37.5971489,126.93852997,3105.  홍은센트레빌 아파트 앞
서대문구,37.59293365,126.94129181,3109. 북한산더? 106동 앞
서대문구,37.58928299,126.93694305,3110. 홍은 현대아이파크 아파트 202동 앞
서대문구,37.58221054,126.95016479,3111. 무악재역 4번 출구
서대문구,37.57220459,126.95974731,3113. 독립문 앞
서대문구,37.56046295,126.96552277,3114. 충정로역 3번 출구
서대문구,37.56145477,126.95574951,3115. 북아현 치안센터 인근
서대문구,37.55550385,126.93720245,3116. 신촌역 4번출구
서대문구,37.56406784,126.94532776,3117. 이화여대 인문관 인근
서대문구,37.56519699,126.92985535,3119. 연희 브라운스톤 아파트 앞
서대문구,37.56983566,126.91809082,3120. DMC엘가아파트 앞
서대문구,37.57065201,126.91298676,3121. 가좌삼거리
서대문구,37.5742836,126.90646362,3122. 북가좌삼거리2
서대문구,37.5723877,126.91510773,3123. DMC파크뷰자이1단지 110동 앞
